Year,City,ONS Code,Train operator,AM peak arrivals (07:00-09:59): Number of services,AM peak arrivals (07:00-09:59): PIXC ,AM peak arrivals (07:00-09:59): Passengers standing ,PM peak arrivals (16:00-18:59): Number of services,PM peak arrivals (16:00-18:59): PIXC ,PM peak arrivals (16:00-18:59): Passengers standing ,Notes,Notes1
2015,Birmingham,E08000025,Total,179,0.023649934219321,0.141136195874923,187,0.0137297283216176,0.122604037791005,,
2015,Bristol,E06000023,CrossCountry,9,0.00465425531914894,0.0219414893617021,10,0.00909090909090909,0.0131313131313131,,
2015,Bristol,E06000023,Great Western Railway,42,0.00752190113237775,0.0538597210928113,41,0.0249497090481943,0.117761670357137,,
2015,Bristol,E06000023,South West Trains,1,,,0,,,[r],[x]
2015,Bristol,E06000023,Total,52,0.00683725580154424,0.0539669880889556,51,0.0216554485778376,0.0960273871366729,,
2015,Cardiff,W06000015,Arriva Trains Wales,96,0.0255944810229282,0.148919737872415,98,0.0130375082354186,0.0884429831387851,,
2015,Cardiff,W06000015,CrossCountry,3,0,0,3,0,0.0242214532871972,,
2015,Cardiff,W06000015,Great Western Railway,15,0,0,15,0.0175755504564761,0.0427488649123664,,
2015,Cardiff,W06000015,Total,114,0.020864307557876,0.121397546979949,116,0.0136613340687891,0.0780755778566168,,
2015,Leeds,E08000035,CrossCountry,5,0.0086767895878525,0.0390455531453362,8,0,0.0388571428571429,,
2015,Leeds,E08000035,Northern,79,0.0234340779675865,0.147558037669733,78,0.015919205751455,0.134828255163757,,
2015,Leeds,E08000035,TransPennine Express,29,0.0226167513992792,0.171650629837214,30,0.012297746487771,0.143183419145056,,
2015,Leeds,E08000035,Virgin Trains East Coast,6,0,0.00199003474208651,6,0,0,,
2015,Leeds,E08000035,Total,119,0.0215456400239324,0.141432861784698,122,0.013223011093231,0.122801893939032,,
2015,Leicester,E06000016,CrossCountry,10,0,0,10,0,0.00941780821917808,,
2015,Leicester,E06000016,East Midlands Trains,27,0.0143722679581846,0.0231672379027453,27,0.0440546503796062,0.0725580524934517,,
2015,Leicester,E06000016,Total,37,0.0124726449867414,0.0201051590831055,37,0.0358844538491738,0.06084831923589,,
2015,Liverpool,E08000012,East Midlands Trains,2,,,3,0,0,[r],
2015,Liverpool,E08000012,London Midland,6,0,0,6,0,0,,
2015,Liverpool,E08000012,Merseyrail [note 2],90,0,0.0607941159570189,95,0,0.0415626632611598,,
2015,Liverpool,E08000012,Northern,23,0,0.00405236907730673,26,0.00738426583357001,0.0752627094575405,,
2015,Liverpool,E08000012,TransPennine Express,5,0,0,6,0,0,,
2015,Liverpool,E08000012,Virgin Trains West Coast,2,,,3,0,0,[r],
2015,Liverpool,E08000012,Total,128,0,0.0482207633673942,139,0.00111589075237792,0.0421034164647209,,
2015,London ,E12000007,c2c,48,0.0910884486064412,0.303554061188763,44,0.0373282198785554,0.206136145733461,,
2015,London ,E12000007,Chiltern Railways [note 2],44,0.0617131910235359,0.113300492610837,44,0.0169358014966522,0.0476565576998818,,
2015,London ,E12000007,East Midlands Trains,14,0.095998191303318,0.095998191303318,15,0.0747710858074695,0.10296059246824,,
2015,London ,E12000007,Great Northern & Thameslink,137,0.112976575198745,0.297144880661145,138,0.0498202734670049,0.165511762498069,,
2015,London ,E12000007,Great Western Railway,67,0.0893021416472855,0.147854907386231,61,0.0401349249509484,0.0888908500550529,,
2015,London ,E12000007,Greater Anglia [note 2],93,0.0285443964205364,0.130819646030555,90,0.0101305696840635,0.0358611526960308,,
2015,London ,E12000007,London Midland,28,0.0665880271306399,0.1782365084046,29,0.060280759702725,0.130647634776454,,
2015,London ,E12000007,London Overground,38,0.0234812102812942,0.181020858205436,38,0,0.0861438244445434,,
2015,London ,E12000007,South West Trains,150,0.0561832703585446,0.308646606223068,148,0.0393706611439259,0.250488699162079,,
2015,London ,E12000007,Southeastern,194,0.0202629960012304,0.20482159335589,189,0.00420413626680241,0.116782610335011,,
2015,London ,E12000007,Southern,143,0.0477261977780928,0.275602523164976,137,0.0143885621070874,0.166149412541624,,
2015,London ,E12000007,TfL Rail [note 2],37,0.10770677314801,0.293601660281074,36,0.0651671803354268,0.249648725784157,,
2015,London ,E12000007,Virgin Trains East Coast,15,0,0,16,0,0,,
2015,London ,E12000007,Virgin Trains West Coast,27,0.00373078100128471,0.00373078100128471,32,0.00196580808465315,0.00196580808465315,,
2015,London ,E12000007,Total,1035,0.0587349595158293,0.244673388802229,1017,0.0278212660652596,0.158040784958011,,
2015,Manchester,E08000003,Arriva Trains Wales,8,0.0380402322927512,0.0575035356114696,7,0,0.0690974941171436,,
2015,Manchester,E08000003,CrossCountry,6,0,0.0404676258992806,6,0,0.12542662116041,,
2015,Manchester,E08000003,East Midland Trains,6,0,0.0902813516222411,6,0,0.1057042868504,,
2015,Manchester,E08000003,Northern,111,0.0355644453117377,0.138452531954337,111,0.0086282113427048,0.1094037809016,,
2015,Manchester,E08000003,TransPennine Express,44,0.0600854554385472,0.131898508370855,45,0.0740522450038672,0.138920270076341,,
2015,Manchester,E08000003,Virgin Trains West Coast,5,0,0,9,0,0,,
2015,Manchester,E08000003,Total,180,0.036986606314246,0.123702293654931,184,0.0206306916085127,0.105626582712233,,
2015,Newcastle,E08000021,CrossCountry,7,0,0,9,0,0.00455235204855842,,
2015,Newcastle,E08000021,Northern,14,0,0.0645586297760211,17,0,0.0106990014265335,,
2015,Newcastle,E08000021,TransPennine Express,3,0,0.104122512638759,3,0,0.231458373913805,,
2015,Newcastle,E08000021,Virgin Trains East Coast,11,0,0,9,0,0,,
2015,Newcastle,E08000021,Total,35,0,0.0369004679375809,38,0,0.0320287744667207,,
2015,Nottingham,E06000018,CrossCountry,5,0,0.0184254606365159,6,0.0102941176470588,0.0102941176470588,,
2015,Nottingham,E06000018,East Midlands Trains,30,0,0.0187707860117662,33,0,0.045144434406494,,
2015,Nottingham,E06000018,Northern,3,0.0201342281879195,0.0201342281879195,3,0,0,,
2015,Nottingham,E06000018,Total,38,0.0013494625039207,0.0188158010489852,42,0.00146189341489221,0.0371499934739547,,
2015,Sheffield,E08000019,CrossCountry,12,0.0407009609949124,0.0407009609949124,12,0.00457247370827618,0.00457247370827618,,
2015,Sheffield,E08000019,East Midlands Trains,12,0,0,12,0,0.00761028541049602,,
2015,Sheffield,E08000019,Northern,29,0.00571265352756355,0.0776920879748643,33,0.00149365197908887,0.0639780931043067,,
2015,Sheffield,E08000019,TransPennine Express,5,0.0353100035744865,0.16476304479746,6,0.0491405041591885,0.0694388416915671,,
2015,Sheffield,E08000019,Total,58,0.0158166462941593,0.0626349731208896,63,0.00723392007007633,0.0380461037285036,,
2016,Birmingham,E08000025,Arriva Trains Wales,6,0,0,,,,,[x]
2016,Birmingham,E08000025,Chiltern Railways [note 2],9,0,0.203600514359194,6,0,0.0935748830929531,,
2016,Birmingham,E08000025,CrossCountry,36,0.00304311073541843,0.0377007607776839,8,0,0.0589988081048868,,
2016,Birmingham,E08000025,London Midland,115,0.0176346869438602,0.168969422423556,42,0.00169624217118998,0.0438413361169102,,
2016,Birmingham,E08000025,Virgin Trains West Coast,13,0,0.0129254038882486,118,0.0134202206593974,0.140105813278276,,
2016,Birmingham,E08000025,Total,179,0.0130488618564837,0.138137152157447,12,0,0.00797613546174601,,
2016,Bristol,E06000023,CrossCountry,9,0,0.00338753387533875,186,0.00943696727874253,0.107963579233959,,
2016,Bristol,E06000023,Great Western Railway,42,0.0323479903670941,0.112083479378995,10,0.0112745098039216,0.0254901960784314,,
2016,Bristol,E06000023,South West Trains,1,,,41,0.030409653383826,0.135219140818166,[r],
2016,Bristol,E06000023,Total,52,0.0265430657133951,0.0978569616879832,0,,,,[x]
2016,Cardiff,W06000015,Arriva Trains Wales,96,0.0287314194594003,0.137375332835253,51,0.0264043026700465,0.112250778689066,,
2016,Cardiff,W06000015,CrossCountry,3,0,0,97,0.0168457044551604,0.102280863176427,,
2016,Cardiff,W06000015,Great Western Railway,15,0,0.0128994673768309,3,0,0.0498533724340176,,
2016,Cardiff,W06000015,Total,114,0.0229852032609784,0.112168136918414,15,0,0,,
2016,Leeds,E08000035,CrossCountry,5,0.0163360560093349,0.0163360560093349,115,0.0132705785370429,0.0817474292994265,,
2016,Leeds,E08000035,Northern,79,0.0345898479331763,0.177072178196616,8,0,0.0402802101576182,,
2016,Leeds,E08000035,TransPennine Express,29,0.0134133557357078,0.165565541185604,78,0.0206335043497658,0.135679232656703,,
2016,Leeds,E08000035,Virgin Trains East Coast,6,0,0.0403742992313485,30,0.0312793972742166,0.15141702286149,,
2016,Leeds,E08000035,Total,119,0.026825550703687,0.160220156186393,6,0,0,,
2016,Leicester,E06000016,CrossCountry,10,0,0,122,0.0207140458674274,0.125984349591611,,
2016,Leicester,E06000016,East Midlands Trains,28,0.000679966670840007,0.00480509780726938,10,0,0.0118043844856661,,
2016,Leicester,E06000016,Total,38,0.000585482270109922,0.00413740804211011,27,0.0443962059222212,0.0725198975809252,,
2016,Liverpool,E08000012,East Midlands Trains,2,,,37,0.0359030476139103,0.0609047954843233,[r],
2016,Liverpool,E08000012,London Midland,6,0,0,3,0,0,,
2016,Liverpool,E08000012,Merseyrail [note 2],90,0,0.0522928399034594,6,0,0,,
2016,Liverpool,E08000012,Northern,23,0,0.0054525627044711,95,0,0.0385942712527321,,
2016,Liverpool,E08000012,TransPennine Express,5,0,0,26,0,0.0128248396895039,,
2016,Liverpool,E08000012,Virgin Trains West Coast,2,,,6,0,0,[r],
2016,Liverpool,E08000012,Total,128,0,0.0425989854035541,3,0,0,,
2016,London ,E12000007,c2c,57,0.0565627351127937,0.338536261037644,139,0,0.0306956273959801,,
2016,London ,E12000007,Chiltern Railways [note 2],45,0.0368959435626102,0.0577777777777778,52,0.0184711377698015,0.300301770036974,,
2016,London ,E12000007,East Midlands Trains,14,0.119421414711589,0.119421414711589,44,0.0241427033676765,0.0542826387821006,,
2016,London ,E12000007,Great Northern & Thameslink,138,0.090918576775726,0.260812012648631,15,0.151173199794336,0.179564601389401,,
2016,London ,E12000007,Great Western Railway [note 2],67,0.0706048281455509,0.109589638124001,138,0.0520951598100741,0.174769042765267,,
2016,London ,E12000007,Greater Anglia [note 2],93,0.0245931816114539,0.113824759202026,61,0.0667865141799749,0.0971139421992141,,
2016,London ,E12000007,London Midland,28,0.0745506868653961,0.226801324862898,90,0.0220818869975291,0.0542366901513928,,
2016,London ,E12000007,London Overground,38,0.0475132118338519,0.199239393490394,29,0.0733018764402502,0.19373422583123,,
2016,London ,E12000007,South West Trains,152,0.0466983964792457,0.300680308693431,38,0,0.0618908684586256,,
2016,London ,E12000007,Southeastern,197,0.0239139383192958,0.188699259071623,149,0.0330493409642733,0.220213319458897,,
2016,London ,E12000007,Southern,143,0.0750604766127945,0.267286149435561,187,0.00605474381272147,0.133427580241632,,
2016,London ,E12000007,TfL Rail [note 2],37,0.124237688088014,0.305813490239343,134,0.00904995766898421,0.167338460839902,,
2016,London ,E12000007,Virgin Trains East Coast,15,0,0,36,0.0937125457549156,0.273233779275048,,
2016,London ,E12000007,Virgin Trains West Coast,27,0.000159708044083544,0.000159708044083544,16,0,0,,
2016,London ,E12000007,Total,1051,0.056624234601343,0.22950871223206,32,0,0,,
2016,Manchester,E08000003,Arriva Trains Wales,7,0.0663765657137931,0.0698821019053366,1021,0.0303911946765227,0.163012686180145,,
2016,Manchester,E08000003,CrossCountry,6,0,0.00817438692098093,7,0,0.04088404781601,,
2016,Manchester,E08000003,East Midlands Trains,6,0.0131723825116894,0.103732512279554,6,0.0185341196293176,0.125526537489469,,
2016,Manchester,E08000003,Northern,124,0.0295747107707349,0.148199445983379,6,0,0.00452109994542193,,
2016,Manchester,E08000003,TransPennine Express,37,0.069023784414392,0.183974161718839,126,0.0158878504672897,0.124129141886151,,
2016,Manchester,E08000003,Virgin Trains West Coast,5,0,0,38,0.0761259899199556,0.142640008823377,,
2016,Manchester,E08000003,Total,185,0.0353361476350491,0.141068447678075,9,0,0,,
2016,Newcastle,E08000021,CrossCountry,7,0,0,192,0.0246775950219173,0.110872734484542,,
2016,Newcastle,E08000021,Northern,13,0,0.0397398843930636,9,0,0.0151273885350318,,
2016,Newcastle,E08000021,TransPennine Express,3,0,0.177702310097102,17,0,0,,
2016,Newcastle,E08000021,Virgin Trains East Coast,11,0,0,3,0.00589366023502104,0.277527926882344,,
2016,Newcastle,E08000021,Total,34,0,0.031651454586616,10,0,0,,
2016,Nottingham,E06000018,CrossCountry,5,0,0.00840336134453782,39,0.000749434712102871,0.0387953526043652,,
2016,Nottingham,E06000018,East Midlands Trains,30,0.00597162225945193,0.0370291080062844,6,0.00436046511627907,0.00436046511627907,,
2016,Nottingham,E06000018,Northern,3,0,0,33,0.00201005603629595,0.0437670010428528,,
2016,Nottingham,E06000018,Total,38,0.00479230197957822,0.0308308137925085,3,0,0,,
2016,Sheffield,E08000019,CrossCountry,12,0.0511523327712198,0.0511523327712198,42,0.00219589024880794,0.0350234144674186,,
2016,Sheffield,E08000019,East Midlands Trains,12,0,0,12,0,0,,
2016,Sheffield,E08000019,Northern,29,0,0.058411214953271,12,0,0,,
2016,Sheffield,E08000019,TransPennine Express,5,0,0.0442055752734334,33,0,0.0522911051212938,,
2016,Sheffield,E08000019,Total,58,0.012312547095593,0.0429416992798223,6,0.0932647714290608,0.154088835287527,,
2017,Birmingham,E08000025,Arriva Trains Wales,6,0,0,6,0.0261860131281324,0.112584114932242,,
2017,Birmingham,E08000025,Chiltern Railways [note 2],9,0,0.172779136104319,8,0,0.0718124084025403,,
2017,Birmingham,E08000025,CrossCountry,36,0.017472240365774,0.0478445460483344,42,0.0196471029908647,0.0713302465273433,,
2017,Birmingham,E08000025,Virgin Trains West Coast,13,0.000255473711665073,0.029086623292007,12,0.013008078285725,0.0833390922999951,,
2017,Birmingham,E08000025,West Midlands Trains,115,0.0311700323724372,0.181933096963157,118,0.0148588410104012,0.138381032366432,,
2017,Birmingham,E08000025,Total,179,0.0244596845987358,0.147087920993086,186,0.0151029207718235,0.1179438547357,,
2017,Brighton,E06000043,Great Western Railway,1,,,1,,,[r],
2017,Brighton,E06000043,Southern,47,0,0.08,45,0.0033271552034678,0.0728399608878012,,
2017,Brighton,E06000043,Thameslink,8,0,0,9,0,0,,
2017,Brighton,E06000043,Total,56,0.000251988831638706,0.0694229231164634,55,0.00249078718760598,0.0545297199048477,,
2017,Bristol,E06000023,CrossCountry,9,0,0.00986193293885602,10,0.0115519839276745,0.0306378704168759,,
2017,Bristol,E06000023,Great Western Railway,41,0.00967316623932473,0.0346511365970331,41,0.0232458028411537,0.0789619334604268,,
2017,Bristol,E06000023,South West Trains,1,,,0,,,[r],
2017,Bristol,E06000023,Total,51,0.00787516249265075,0.0315545894397307,51,0.0209455120288495,0.0694561082843452,,
2017,Cambridge,E07000008,Cross Country,5,0,0,6,0.0136986301369863,0.0261519302615193,,
2017,Cambridge,E07000008,Great Northern,24,0.0535226334580861,0.232806393916181,23,0.0409690471343117,0.170099170898597,,
2017,Cambridge,E07000008,Greater Anglia,18,0.0445569122367109,0.0575878500982557,18,0.0397744770035422,0.113216716241265,,
2017,Cambridge,E07000008,Total,47,0.0476807225769538,0.160254335893618,47,0.0380521392794807,0.139015168663079,,
2017,Cardiff,W06000015,Arriva Trains Wales,97,0.0362824497561642,0.14518960145401,99,0.0274762484642804,0.126418866226627,,
2017,Cardiff,W06000015,CrossCountry,3,0,0.043956043956044,3,0,0.0771513353115727,,
2017,Cardiff,W06000015,Great Western Railway,16,0.0127513487003433,0.0269740068661108,15,0,0.013695338779433,,
2017,Cardiff,W06000015,Total,116,0.030339985221678,0.116941629359457,117,0.0216123752201013,0.103828537152003,,
2017,Leeds,E08000035,CrossCountry,5,0.0194954128440367,0.0194954128440367,8,0.020125786163522,0.0408805031446541,,
2017,Leeds,E08000035,London North Eastern Railway,6,0,0,7,0,0,,
2017,Leeds,E08000035,Northern,80,0.0274594078319007,0.126432664756447,79,0.00875624344823334,0.102916692359869,,
2017,Leeds,E08000035,TransPennine Express,29,0.0569196050818344,0.155790102288649,29,0.041834273510567,0.154576589662025,,
2017,Leeds,E08000035,Total,120,0.0328199950529952,0.122474218644937,123,0.0169588411360161,0.104868196664357,,
2017,Leicester,E06000016,CrossCountry,10,0,0,10,0.00231124807395994,0.00231124807395994,,
2017,Leicester,E06000016,East Midlands Trains,29,0.0108737557293569,0.0129648626003871,27,0.0516134511141468,0.0827453740083941,,
2017,Leicester,E06000016,Total,39,0.00943711878669991,0.0112519493226037,37,0.0412591438254481,0.0658528295566956,,
2017,Liverpool,E08000012,East Midlands Trains,2,,,3,0,0,[r],
2017,Liverpool,E08000012,Merseyrail [note 5],90,0,0.0323076896573704,95,0,0.0255083528527593,,
2017,Liverpool,E08000012,Northern,23,0,0.0098314606741573,26,0,0.0173501577287066,,
2017,Liverpool,E08000012,TransPennine Express,5,0,0,6,0,0.0220259549668136,,
2017,Liverpool,E08000012,Virgin Trains West Coast,2,,,3,0,0,[r],
2017,Liverpool,E08000012,West Midlands Trains,6,0,0,6,0,0,,
2017,Liverpool,E08000012,Total,128,0,0.0267989258826883,139,0,0.0218875898304766,,
2017,London ,E12000007,c2c,56,0.0587555532729,0.307413779820754,53,0.0231796714281575,0.259554370816794,,
2017,London ,E12000007,Chiltern Railways [note 2],45,0.0794697826360096,0.11138333961553,44,0.0342377749225304,0.0536618547350918,,
2017,London ,E12000007,East Midlands Trains,14,0.106388022908577,0.106388022908577,15,0.17340375820931,0.17340375820931,,
2017,London ,E12000007,Great Northern & Thameslink,138,0.0545771306242925,0.364744935334249,139,0.0281106422483402,0.179740714948898,,
2017,London ,E12000007,Great Western Railway [note 2],68,0.0487631382019928,0.105467350597575,62,0.0233437282416352,0.0497859205188699,,
2017,London ,E12000007,Greater Anglia [note 2],87,0.02954636915603,0.11039190931965,83,0.00723560219101946,0.0284284153877303,,
2017,London ,E12000007,London North Eastern Railway,15,0,0,16,0.00699239946268455,0.0173104366300535,,
2017,London ,E12000007,London Overground,38,0.0535705279023056,0.269472572400023,38,0.0347957135319696,0.2108423140135,,
2017,London ,E12000007,South Western Railway,153,0.0702429372320545,0.288327653805284,150,0.0480350818013156,0.207589812784618,,
2017,London ,E12000007,Southeastern,197,0.0143085482433222,0.177189315464298,186,0.0019963447209335,0.1176531233891,,
2017,London ,E12000007,Southern,145,0.0656347243656724,0.244126057909391,133,0.00714683564505245,0.152324761760777,,
2017,London ,E12000007,TfL Rail [note 2],36,0.137552147599741,0.378870673952641,37,0.0813790466479735,0.321246495029314,,
2017,London ,E12000007,Virgin Trains West Coast,27,0.00860357692362971,0.0175864757714964,32,0.0229283995388779,0.0229283995388779,,
2017,London ,E12000007,West Midlands Trains,28,0.0709144674440663,0.207219773475423,29,0.0556186796954892,0.176173162140666,,
2017,London ,E12000007,Total,1047,0.0535036585689347,0.229168227000571,1017,0.0265686885827673,0.157916887232878,,
2017,Manchester,E08000003,Arriva Trains Wales,6,0.0954305417124053,0.103658823233542,7,0,0.0514683603880493,,
2017,Manchester,E08000003,CrossCountry,6,0,0.00486381322957198,6,0.0683333333333333,0.1325,,
2017,Manchester,E08000003,East Midlands Trains,6,0.0214785791274376,0.120178812105468,6,0,0,,
2017,Manchester,E08000003,Northern,119,0.0289292060999297,0.147538951109642,119,0.00488718370329771,0.0977893486800036,,
2017,Manchester,E08000003,TransPennine Express,37,0.1092878926626,0.227067930187229,36,0.0871872139714344,0.169728891002244,,
2017,Manchester,E08000003,Virgin Trains West Coast,5,0,0.039366128527578,9,0,0.0108142440621776,,
2017,Manchester,E08000003,Total,179,0.0429500745849769,0.150864812708046,183,0.0216567078004495,0.0996314728365476,,
2017,Newcastle,E08000021,CrossCountry,7,0,0,9,0,0.00518518518518519,,
2017,Newcastle,E08000021,London North Eastern Railway,11,0,0,10,0,0,,
2017,Newcastle,E08000021,Northern,13,0,0.0485512920908379,17,0,0.00502933780385583,,
2017,Newcastle,E08000021,TransPennine Express,3,0,0.150561797752809,3,0.304502448654956,0.304502448654956,,
2017,Newcastle,E08000021,Total,34,0,0.0336146548635152,39,0.0401869473210106,0.0425830412737153,,
2017,Nottingham,E06000018,CrossCountry,5,0,0.021505376344086,6,0,0.0159883720930233,,
2017,Nottingham,E06000018,East Midlands Trains,30,0.00260202106601472,0.0265604397957579,33,0.0087367860265009,0.0642749141826961,,
2017,Nottingham,E06000018,Northern,3,0.0316455696202532,0.0316455696202532,3,0.0606060606060606,0.0606060606060606,,
2017,Nottingham,E06000018,Total,38,0.004239833449765,0.0263031191350183,42,0.0114683923903294,0.0577559778265758,,
2017,Reading,E06000038,Cross Country,9,0,0.000758725341426404,11,0.00159404888416578,0.036663124335813,,
2017,Reading,E06000038,Great Western Railway,91,0.00861474567883312,0.0292363279530907,89,0.00202008050410174,0.0122054035049867,,
2017,Reading,E06000038,South Western Railway,9,0,0,9,0,0,,
2017,Reading,E06000038,Total,109,0.00739584496170806,0.0251423733608515,109,0.0018223267475024,0.0130635073422449,,
2017,Sheffield,E08000019,CrossCountry,12,0.0494537090281771,0.0517538815411156,12,0.0056232427366448,0.0056232427366448,,
2017,Sheffield,E08000019,East Midlands Trains,12,0,0,12,0,0.00796574127785275,,
2017,Sheffield,E08000019,Northern,29,0,0.0483162518301611,33,0,0.0675273088381331,,
2017,Sheffield,E08000019,TransPennine Express,6,0.00421940928270042,0.125527426160338,6,0.0563559128359934,0.124361304002018,,
2017,Sheffield,E08000019,Total,59,0.0115974773662273,0.0481939614996556,63,0.00808713364019083,0.0472853938968891,,
2018,Birmingham,E08000025,Chiltern Railways [note 2],9,0.0491215489422732,0.22373610613123,,,,,[x]
2018,Birmingham,E08000025,CrossCountry,36,0.0111111111111111,0.0566510172143975,8,0,0.0689848569826136,,
2018,Birmingham,E08000025,Transport for Wales,6,0,0.00620860710708693,42,0.0207154040708178,0.104901842707455,,
2018,Birmingham,E08000025,Virgin Trains West Coast,13,0.00831605549413566,0.0292343689978454,6,0,0.0150795092335848,,
2018,Birmingham,E08000025,West Midlands Trains,116,0.0570558208463692,0.237499313903068,12,0.0249113621404765,0.108624293227267,,
2018,Birmingham,E08000025,Total,180,0.0456863872071102,0.192188585518009,118,0.0245194136407525,0.175381104251397,,
2018,Brighton,E06000043,Govia Thameslink Railway (Southern),46,0.000338160511121135,0.0691538245242721,186,0.0226043202644324,0.150422811537014,,
2018,Brighton,E06000043,Govia Thameslink Railway (Thameslink),7,0,0,48,0.03063395842292,0.0795842220388009,,
2018,Brighton,E06000043,Great Western Railway [note 2],1,,,8,0,0,[r],
2018,Brighton,E06000043,Total,54,0.00982260782534323,0.0651393992628025,1,,,[r],
2018,Bristol,E06000023,CrossCountry,9,0,0.00974025974025974,57,0.0323779875980584,0.0734624036502942,,
2018,Bristol,E06000023,Great Western Railway [note 2],40,0.0151997234802492,0.0336786875947213,10,0.00883116883116883,0.0187012987012987,,
2018,Bristol,E06000023,South Western Railway,1,,,41,0.0254940935478387,0.0521561181776227,[r],
2018,Bristol,E06000023,Total,50,0.0123442572212105,0.0304827576278872,0,,,[r],
2018,Cambridge,E07000008,Cross Country,5,0,0,51,0.0223366626417472,0.0458168180386392,,
2018,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),21,0.0357004311889355,0.199414074108095,6,0.0212527964205817,0.121923937360179,,
2018,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),2,,,21,0.0386383842523667,0.158960537359353,[r],
2018,Cambridge,E07000008,Greater Anglia,18,0.102281320635333,0.137492272941339,3,0,0,,
2018,Cambridge,E07000008,Total,46,0.0589595977737456,0.160421167918677,18,0.0504298637825401,0.0819380663316041,,
2018,Cardiff,W06000015,CrossCountry,3,0.00662251655629139,0.0993377483443708,48,0.0375047491543764,0.119951998436054,,
2018,Cardiff,W06000015,Great Western Railway [note 2],15,0.0100862034185505,0.0298551621189096,3,0,0.06158357771261,,
2018,Cardiff,W06000015,Transport for Wales,98,0.0377945657531122,0.140065759553303,15,0,0,,
2018,Cardiff,W06000015,Total,116,0.0323600910238072,0.120199815732883,98,0.0280110668179838,0.107921698714639,,
2018,Leeds,E08000035,CrossCountry,5,0,0.0499432463110102,116,0.0221184426471576,0.0866079850483471,,
2018,Leeds,E08000035,London North Eastern Railway,6,0,0,8,0,0.0239948119325551,,
2018,Leeds,E08000035,Northern,83,0.0194604157452455,0.158226448474126,6,0,0.0062568456417736,,
2018,Leeds,E08000035,TransPennine Express,33,0.0307919990228685,0.177943557821615,80,0.0246393160363356,0.156088582794039,,
2018,Leeds,E08000035,Total,127,0.0206639853496842,0.151588199134431,33,0.0101608017754596,0.165601233099803,,
2018,Leicester,E06000016,CrossCountry,10,0,0,127,0.0180764735282707,0.141383429404875,,
2018,Leicester,E06000016,East Midlands Trains,26,0.00544424183304029,0.0215591976588396,10,0,0,,
2018,Leicester,E06000016,Total,36,0.00468515072789414,0.0185531968824608,28,0.0298268150947712,0.0706696493846122,,
2018,Liverpool,E08000012,East Midlands Trains,2,,,38,0.0237957877148031,0.0563801387876173,[r],
2018,Liverpool,E08000012,Merseyrail,87,0,0.0826375873232237,3,0,0,,
2018,Liverpool,E08000012,Northern,24,0,0.00490883590462833,94,0.00128665267149726,0.0462517776122435,,
2018,Liverpool,E08000012,TransPennine Express,5,0,0,25,0,0,,
2018,Liverpool,E08000012,Virgin Trains West Coast,2,,,6,0,0.00737343106655027,[r],
2018,Liverpool,E08000012,West Midlands Trains,6,0,0,3,0,0,,
2018,Liverpool,E08000012,Total,126,0,0.0665261428331244,6,0,0,,
2018,London ,E12000007,c2c,55,0.0594683129645962,0.316971147788837,137,0.000904742602776803,0.0327605087396949,,
2018,London ,E12000007,Chiltern Railways [note 2],45,0.0786132204655795,0.126478277106934,53,0.0372041858234846,0.279525004936113,,
2018,London ,E12000007,East Midlands Trains,14,0.0381256377558597,0.0381256377558597,44,0.0486159898833778,0.0954053674300969,,
2018,London ,E12000007,Govia Thameslink Railway (Great Northern),62,0.0811473668046946,0.206112475825361,15,0.080953383903071,0.080953383903071,,
2018,London ,E12000007,Govia Thameslink Railway (Southern),137,0.0140562159195833,0.171613221923078,60,0.0510496077294659,0.12982307246408,,
2018,London ,E12000007,Govia Thameslink Railway (Thameslink),94,0.0509576471577637,0.273105363785144,133,0.00106861966235642,0.0815716823886864,,
2018,London ,E12000007,Great Western Railway [note 2],54,0.0987206791505413,0.194661844761858,100,0,0.144268597635883,,
2018,London ,E12000007,Greater Anglia [note 2],87,0.032680194123869,0.105866067076345,53,0.0243944966307151,0.104655986770054,,
2018,London ,E12000007,London North Eastern Railway,15,0.00738534201131326,0.00738534201131326,83,0.0279392170089082,0.0838270325524741,,
2018,London ,E12000007,London Overground [note 2],39,0.0520769352262955,0.26982608848253,16,0,0,,
2018,London ,E12000007,South Western Railway,153,0.0561648916441477,0.278643211642735,38,0.0137002132386931,0.15998121113613,,
2018,London ,E12000007,Southeastern,193,0.0230851318683712,0.198503096166271,150,0.037932138284251,0.205676483141272,,
2018,London ,E12000007,TfL Rail [note 2],50,0.165602544469313,0.430321592649311,192,0.00954370010046,0.1182519959816,,
2018,London ,E12000007,Virgin Trains West Coast,27,0.0302415395006165,0.0302415395006165,50,0.0870966038134474,0.37249775524217,,
2018,London ,E12000007,West Midlands Trains,28,0.059774964838256,0.205930614158462,32,0.0216765778977637,0.0216765778977637,,
2018,London ,E12000007,Total,1053,0.0516208710512098,0.226944364690208,29,0.0750177767243423,0.168997392747096,,
2018,Manchester,E08000003,CrossCountry,6,0,0.0232558139534884,1048,0.0270233432362815,0.154453744232044,,
2018,Manchester,E08000003,East Midlands Trains,6,0.0018085993286985,0.0694157647109996,6,0.0533033033033033,0.21021021021021,,
2018,Manchester,E08000003,Northern,133,0.0197109067017083,0.109544857245251,6,0,0.0665800069750484,,
