Year,City,ONS Code,Train operator,AM peak arrivals (07:00-09:59): Number of services,AM peak arrivals (07:00-09:59): PIXC ,AM peak arrivals (07:00-09:59): Passengers standing ,PM peak arrivals (16:00-18:59): Number of services,PM peak arrivals (16:00-18:59): PIXC ,PM peak arrivals (16:00-18:59): Passengers standing ,Notes,Notes1
2018,Manchester,E08000003,TransPennine Express,41,0.0603473834604221,0.101585424348059,129,0.00743690819685455,0.0981021660503109,,
2018,Manchester,E08000003,Transport for Wales,6,0.124091175116193,0.238120903601344,42,0.0550571295455492,0.0901427777636095,,
2018,Manchester,E08000003,Virgin Trains West Coast,6,0.00967601201932936,0.0587404266006438,6,0,0,,
2018,Manchester,E08000003,Total,198,0.0263385267593393,0.103305231125873,9,0,0.0290440021578921,,
2018,Newcastle,E08000021,CrossCountry,8,0,0,198,0.0160860631108295,0.0920731148223128,,
2018,Newcastle,E08000021,London North Eastern Railway,11,0,0,9,0,0.0066815144766147,,
2018,Newcastle,E08000021,Northern,15,0.0230769230769231,0.103496503496503,10,0,0,,
2018,Newcastle,E08000021,TransPennine Express,5,0,0.100003652493272,18,0,0.00253646163601775,,
2018,Newcastle,E08000021,Total,39,0.00775033644341717,0.0499276608760319,7,0,0.0451874920338099,,
2018,Nottingham,E06000018,CrossCountry,5,0,0.0228471001757469,44,0,0.00884274037541887,,
2018,Nottingham,E06000018,East Midlands Trains,30,0.00837592097218849,0.0422213308033842,6,0.0099290780141844,0.0780141843971631,,
2018,Nottingham,E06000018,Northern,4,0.0993788819875776,0.0993788819875776,33,0.0157070793525333,0.0682276259375664,,
2018,Nottingham,E06000018,Total,39,0.0164187591490196,0.0456247671769458,3,0.198396793587174,0.198396793587174,,
2018,Reading,E06000038,Cross Country,9,0,0.00555996822875298,42,0.032205534490448,0.0818399464698443,,
2018,Reading,E06000038,Great Western Railway [note 2],99,0.00779794892755069,0.0361286741763328,11,0,0.0424430641821946,,
2018,Reading,E06000038,South Western Railway,9,0,0.00399002493765586,95,0.00289155529517695,0.0122790112587825,,
2018,Reading,E06000038,Total,117,0.00679009053730244,0.0320531300131989,9,0,0,,
2018,Sheffield,E08000019,CrossCountry,12,0.0286062081558125,0.0310407790626902,115,0.00246325250824572,0.0135390540442612,,
2018,Sheffield,E08000019,East Midlands Trains,11,0,0,12,0.0122448979591837,0.0122448979591837,,
2018,Sheffield,E08000019,Northern,33,0.00157604412923562,0.0703966377725243,12,0.0119824039359356,0.0345093233354946,,
2018,Sheffield,E08000019,TransPennine Express,6,0,0.056094780554308,34,0.0133702166897188,0.101198709082527,,
2018,Sheffield,E08000019,Total,62,0.00676401824638823,0.0469720342602219,6,0.018584424711749,0.0879116940351958,,
2019,Birmingham,E08000025,Chiltern Railways [note 2],9,0.0451939291736931,0.310623946037099,8,0,0.161714564052606,,
2019,Birmingham,E08000025,CrossCountry,36,0.010772265210135,0.0609922621756941,42,0.0195494099415902,0.0926212897842413,,
2019,Birmingham,E08000025,Transport for Wales,6,0,0.0194451646357273,6,0.0236486486486486,0.14527027027027,,
2019,Birmingham,E08000025,Virgin Trains West Coast,13,0,0.0283798650061929,12,0,0.0494723918030622,,
2019,Birmingham,E08000025,West Midlands Trains,126,0.0655524202300847,0.212204254395485,128,0.0235483315145598,0.173424846361496,,
2019,Birmingham,E08000025,Total,190,0.0509245582966902,0.180227662236054,196,0.019847885395751,0.147968628158181,,
2019,Brighton,E06000043,Govia Thameslink Railway (Southern),45,0.00186599815412204,0.0722650194232716,48,0.00802677638165826,0.075116778051865,,
2019,Brighton,E06000043,Govia Thameslink Railway (Thameslink),12,0,0,12,0,0,,
2019,Brighton,E06000043,Great Western Railway,1,,,1,,,[r],
2019,Brighton,E06000043,Total,58,0.0104055557133911,0.0642550784556881,61,0.006309022273308,0.0598691356655654,,
2019,Bristol,E06000023,CrossCountry,9,0.00200267022696929,0.00267022696929239,12,0.00383141762452107,0.00622605363984674,,
2019,Bristol,E06000023,Great Western Railway,39,0.00827799403838988,0.0481423901393733,41,0.0545696391244572,0.0912033007804528,,
2019,Bristol,E06000023,South Western Railway,1,,,,,,[r],[x]
2019,Bristol,E06000023,Total,49,0.00723266686560228,0.0440693125234446,53,0.046642539757742,0.0779268582470001,,
2019,Cambridge,E07000008,Cross Country,5,0,0,6,0.0254988913525499,0.104212860310421,,
2019,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),24,0.0679322952520328,0.23847277378027,24,0.0285915418156615,0.149303362567194,,
2019,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),4,0,0,6,0,0,,
2019,Cambridge,E07000008,Greater Anglia,18,0.00877040137201007,0.0446316730970849,18,0,0.0753745272084117,,
2019,Cambridge,E07000008,Total,51,0.0395757724814345,0.143921852335105,54,0.0169618826130528,0.108477730559037,,
2019,Cardiff,W06000015,CrossCountry,3,0,0.0809859154929577,3,0,0.0576923076923077,,
2019,Cardiff,W06000015,Great Western Railway,15,0,0.0138816758019462,15,0,0.0161623621529978,,
2019,Cardiff,W06000015,Transport for Wales,99,0.061083156092753,0.170955024122011,97,0.0328454477797073,0.116745224510047,,
2019,Cardiff,W06000015,Total,117,0.0493811085705463,0.142062424868557,115,0.0256818595760497,0.0955621218937812,,
2019,Leeds,E08000035,CrossCountry,5,0,0.0545670225385528,8,0.00059206631142688,0.0325636471284784,,
2019,Leeds,E08000035,London North Eastern Railway,6,0,0,6,0,0,,
2019,Leeds,E08000035,Northern,88,0.0246894569346063,0.156092803613592,84,0.0186802254891124,0.153918425997568,,
2019,Leeds,E08000035,TransPennine Express,32,0.0264417092997966,0.199999948237073,31,0.00728186805292972,0.199850505465214,,
2019,Leeds,E08000035,Total,131,0.0234394848812241,0.157064791763226,129,0.0141417892403919,0.149148395397034,,
2019,Leicester,E06000016,CrossCountry,10,0,0,10,0,0.00577200577200577,,
2019,Leicester,E06000016,East Midlands Trains,26,0.0119396202820255,0.0145232758184638,28,0.00975513853050265,0.056042019856615,,
2019,Leicester,E06000016,Total,36,0.0100829109493832,0.0122647867613808,38,0.00771616698953264,0.0455348263644691,,
2019,Liverpool,E08000012,East Midlands Trains,2,,,3,0,0,[r],
2019,Liverpool,E08000012,Merseyrail,89,0.000974289580514208,0.116698240866035,94,0.00672632274337878,0.0810161551858747,,
2019,Liverpool,E08000012,Northern,24,0,0.00657354149548069,25,0,0.0016366612111293,,
2019,Liverpool,E08000012,TransPennine Express,6,0,0,5,0,0.00328821515012334,,
2019,Liverpool,E08000012,Virgin Trains West Coast,2,0,0,5,0,0,,
2019,Liverpool,E08000012,West Midlands Trains,6,0,0,6,0,0,,
2019,Liverpool,E08000012,Total,129,0.000755343963031032,0.0914805466337583,138,0.004769241847399,0.0577897976977801,,
2019,London ,E12000007,c2c,54,0.053182126782167,0.316955417536272,53,0.0363231605940203,0.284695804097275,,
2019,London ,E12000007,Chiltern Railways [note 2],45,0.0974273463554073,0.165138161029061,45,0.0383144635225313,0.0719052260628327,,
2019,London ,E12000007,East Midlands Trains,14,0.0266307925887713,0.0266307925887713,15,0.0214681229568709,0.0214681229568709,,
2019,London ,E12000007,Govia Thameslink Railway (Great Northern),63,0.0339233751938786,0.197793823497067,60,0.05902240127726,0.149139116475921,,
2019,London ,E12000007,Govia Thameslink Railway (Southern),137,0.0110561779617159,0.157588705170876,133,0.00342626335767265,0.0718159211844796,,
2019,London ,E12000007,Govia Thameslink Railway (Thameslink),117,0.0337710429706844,0.243958651601029,118,0,0.124652761659858,,
2019,London ,E12000007,Great Western Railway,54,0.0670270321988803,0.163573392440822,53,0.0179770514928654,0.0931821933697111,,
2019,London ,E12000007,Greater Anglia [note 2],87,0.0279683501380706,0.10307180554313,83,0.009858117174048,0.0469485847820376,,
2019,London ,E12000007,London North Eastern Railway,14,0,0,16,0,0,,
2019,London ,E12000007,London Overground [note 2],43,0.0671159151553525,0.263307855818371,41,0.0297849841381741,0.134355539889555,,
2019,London ,E12000007,South Western Railway,161,0.0557422450365588,0.260251016502174,154,0.0372996497187135,0.191062519902346,,
2019,London ,E12000007,Southeastern,193,0.0269854212649899,0.207616932139292,189,0.0101058879308831,0.127381600435493,,
2019,London ,E12000007,TfL Rail [note 2],50,0.124017589820359,0.440517402694611,50,0.0599021678116062,0.371949426639224,,
2019,London ,E12000007,Virgin Trains West Coast,31,0.0224552154762093,0.0224552154762093,34,0.0257007789767325,0.0257007789767325,,
2019,London ,E12000007,West Midlands Trains,31,0.074885145482389,0.201480347115875,31,0.08191602074388,0.191379021914905,,
2019,London ,E12000007,Total,1094,0.044771536132418,0.22136103019267,1075,0.0238909718670365,0.148013844991736,,
2019,Manchester,E08000003,CrossCountry,5,0,0.06875,6,0.029806259314456,0.172876304023845,,
2019,Manchester,E08000003,East Midlands Trains,6,0,0.127926613946874,6,0,0.0250550087244489,,
2019,Manchester,E08000003,Northern,134,0.0165670073223619,0.124411661103225,134,0.0100164507470744,0.0816697253625022,,
2019,Manchester,E08000003,TransPennine Express,42,0.0453744016176249,0.118746134682273,40,0.0797005096280341,0.113711939914577,,
2019,Manchester,E08000003,Transport for Wales,7,0,0.0384831460674157,7,0.0370909090909091,0.207090909090909,,
2019,Manchester,E08000003,Virgin Trains West Coast,7,0,0.0436885757583441,9,0,0.0362758234114106,,
2019,Manchester,E08000003,Total,201,0.0184410320674511,0.114989971627698,202,0.0219545900570455,0.0900516909894335,,
2019,Newcastle,E08000021,CrossCountry,8,0,0,9,0,0.0148095909732017,,
2019,Newcastle,E08000021,London North Eastern Railway,11,0,0,10,0,0,,
2019,Newcastle,E08000021,Northern,16,0,0.0422264875239923,17,0,0.0282776349614396,,
2019,Newcastle,E08000021,TransPennine Express,5,0.0148604207181403,0.17683900654587,7,0,0.0534462058880526,,
2019,Newcastle,E08000021,Total,40,0.00233625680495059,0.043220750891586,43,0,0.0210386527763034,,
2019,Nottingham,E06000018,CrossCountry,5,0,0.00157232704402516,6,0,0.0708215297450425,,
2019,Nottingham,E06000018,East Midlands Trains,30,0,0.0549451837515941,33,0.0101314901057661,0.080090463111602,,
2019,Nottingham,E06000018,Northern,4,0,0.0626398210290828,3,0,0.121145374449339,,
2019,Nottingham,E06000018,Total,39,0,0.0487633303577659,42,0.00791632684335147,0.0823701885935254,,
2019,Reading,E06000038,Cross Country,9,0.00215672178289001,0.0345075485262401,11,0.00102145045965271,0.0372829417773238,,
2019,Reading,E06000038,Great Western Railway,100,0.000513423935184864,0.0175393470389826,94,0,0.00386448224551885,,
2019,Reading,E06000038,South Western Railway,10,0,0,10,0,0,,
2019,Reading,E06000038,Total,119,0.000555858535340344,0.0169505400077914,115,7.59862449908567e-05,0.00604539954343942,,
2019,Sheffield,E08000019,CrossCountry,12,0.05204021289178,0.05204021289178,12,0.0084070796460177,0.0084070796460177,,
2019,Sheffield,E08000019,East Midlands Trains,11,0,0,12,0,0.00861469634788804,,
2019,Sheffield,E08000019,Northern,33,0,0,35,0,0,,
2019,Sheffield,E08000019,TransPennine Express,6,0,0,6,0,0,,
2019,Sheffield,E08000019,Total,62,0,0,65,0,0,,
2020,Birmingham,E08000025,Avanti West Coast,10,0,0,12,0,0,,
2020,Birmingham,E08000025,Chiltern Railways [note 2],12,0,0,8,0,0,,
2020,Birmingham,E08000025,CrossCountry,24,0,0,26,0,0,,
2020,Birmingham,E08000025,Transport for Wales,3,0,0,2,,,[r],
2020,Birmingham,E08000025,West Midlands Trains,96,0,0,95,0,0,,
2020,Birmingham,E08000025,Total,145,0,0,143,0,0,,
2020,Brighton,E06000043,Govia Thameslink Railway (Southern),34,0,0,30,0,0,,
2020,Brighton,E06000043,Govia Thameslink Railway (Thameslink),12,0,0,12,0,0,,
2020,Brighton,E06000043,Great Western Railway,1,,,,,,[r],[x]
2020,Brighton,E06000043,Total,47,0,0,42,0,0,,
2020,Bristol,E06000023,CrossCountry,5,0,0,7,0,0,,
2020,Bristol,E06000023,Great Western Railway,38,0,0,41,0,0,,
2020,Bristol,E06000023,South Western Railway,1,,,,,,[r],[x]
2020,Bristol,E06000023,Total,44,0,0,48,0,0,,
2020,Cambridge,E07000008,Cross Country,2,,,2,,,[r],
2020,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),19,0,0,19,0,0,,
2020,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),5,0,0,5,0,0,,
2020,Cambridge,E07000008,Greater Anglia,19,0,0,20,0,0,,
2020,Cambridge,E07000008,Total,45,0,0,46,0,0,,
2020,Cardiff,W06000015,CrossCountry,3,0,0,2,,,[r],
2020,Cardiff,W06000015,Great Western Railway,12,0,0,13,0,0,,
2020,Cardiff,W06000015,Transport for Wales,42,0,0,44,0,0,,
2020,Cardiff,W06000015,Total,57,0,0,59,0,0,,
2020,Leeds,E08000035,CrossCountry,5,0,0,6,0,0,,
2020,Leeds,E08000035,London North Eastern Railway,7,0,0,8,0,0,,
2020,Leeds,E08000035,Northern,84,0,0,77,0,0,,
2020,Leeds,E08000035,TransPennine Express,24,0,0,24,0,0,,
2020,Leeds,E08000035,Total,120,0,0,115,0,0,,
2020,Leicester,E06000016,CrossCountry,7,0,0,7,0,0,,
2020,Leicester,E06000016,East Midlands Trains,23,0,0,28,0,0,,
2020,Leicester,E06000016,Total,30,0,0,35,0,0,,
2020,Liverpool,E08000012,Avanti West Coast,2,,,3,0,0,[r],
2020,Liverpool,E08000012,East Midlands Trains,2,,,3,0,0,[r],
2020,Liverpool,E08000012,Merseyrail,61,0,0,60,0,0,,
2020,Liverpool,E08000012,Northern,19,0,0,20,0,0,,
2020,Liverpool,E08000012,TransPennine Express,4,0,0,5,0,0,,
2020,Liverpool,E08000012,West Midlands Trains,3,0,0,3,0,0,,
2020,Liverpool,E08000012,Total,91,0,0,94,0,0,,
2020,London ,E12000007,Avanti West Coast,29,0,0,26,0,0,,
2020,London ,E12000007,c2c,50,0,0,48,0,0,,
2020,London ,E12000007,Chiltern Railways [note 2],25,0,0,40,0,0,,
2020,London ,E12000007,East Midlands Trains,14,0,0,15,0,0,,
2020,London ,E12000007,Govia Thameslink Railway (Great Northern),43,0,0,44,0,0,,
2020,London ,E12000007,Govia Thameslink Railway (Southern),109,0,0.004,106,0,0,,
2020,London ,E12000007,Govia Thameslink Railway (Thameslink),111,0,0,106,0,0,,
2020,London ,E12000007,Great Western Railway,40,0,0,41,0,0,,
2020,London ,E12000007,Greater Anglia [note 2],82,0,0,80,0,0,,
2020,London ,E12000007,London North Eastern Railway,13,0,0,18,0,0,,
2020,London ,E12000007,London Overground [note 2],42,0,0.023,41,0,0.008,,
2020,London ,E12000007,South Western Railway,131,0,0,125,0,0,,
2020,London ,E12000007,Southeastern,186,0,0,180,0,0,,
2020,London ,E12000007,TfL Rail [note 2],62,0,0,64,0,0.004,,
2020,London ,E12000007,West Midlands Trains,27,0,0,25,0,0,,
2020,London ,E12000007,Total,964,0.001,0.002,959,0,0.001,,
2020,Manchester,E08000003,Avanti West Coast,6,0,0,9,0,0,,
2020,Manchester,E08000003,CrossCountry,3,0,0,3,0,0,,
2020,Manchester,E08000003,East Midlands Trains,6,0,0,6,0,0,,
2020,Manchester,E08000003,Northern,102,0,0,101,0,0,,
2020,Manchester,E08000003,TransPennine Express,25,0,0,28,0,0,,
2020,Manchester,E08000003,Transport for Wales,7,0,0,6,0,0,,
2020,Manchester,E08000003,Total,149,0,0,153,0,0,,
2020,Newcastle,E08000021,CrossCountry,5,0,0,7,0,0,,
2020,Newcastle,E08000021,London North Eastern Railway,9,0,0,13,0,0,,
2020,Newcastle,E08000021,Northern,17,0,0,16,0,0,,
2020,Newcastle,E08000021,TransPennine Express,2,,,3,0,0,[r],
2020,Newcastle,E08000021,Total,33,0,0,39,0,0,,
2020,Nottingham,E06000018,CrossCountry,2,,,3,0,0,[r],
2020,Nottingham,E06000018,East Midlands Trains,15,0,0,33,0,0,,
2020,Nottingham,E06000018,Northern,4,0,0,3,0,0,,
2020,Nottingham,E06000018,Total,21,0,0,39,0,0,,
2020,Reading,E06000038,Cross Country,5,0,0,5,0,0,,
2020,Reading,E06000038,Great Western Railway,87,0,0,84,0,0,,
2020,Reading,E06000038,South Western Railway,6,0,0,9,0,0,,
2020,Reading,E06000038,Total,98,0,0,98,0,0,,
2020,Sheffield,E08000019,CrossCountry,7,0,0,7,0,0,,
2020,Sheffield,E08000019,East Midlands Trains,6,0,0,12,0,0,,
2020,Sheffield,E08000019,Northern,28,0,0,27,0,0,,
2020,Sheffield,E08000019,TransPennine Express,5,0,0,6,0,0,,
2020,Sheffield,E08000019,Total,46,0,0,52,0,0,,
2021,Birmingham,E08000025,Avanti West Coast,8,0,0,5,0,0,,
2021,Birmingham,E08000025,Chiltern Railways [note 2],8,0,0.102507374631268,6,0,0,,
2021,Birmingham,E08000025,CrossCountry,27,0,0,30,0,0.000399042298483639,,
2021,Birmingham,E08000025,Transport for Wales,6,0.22522723222242,0.22522723222242,6,0.0453329243144674,0.0453329243144674,,
2021,Birmingham,E08000025,West Midlands Trains,96,0,0.0206749049429658,94,0,0.00878519897602979,,
2021,Birmingham,E08000025,Total,145,0.00705211820367248,0.0274342046439603,141,0.00149974910935109,0.00753821262858047,,
2021,Brighton,E06000043,Govia Thameslink Railway (Southern),28,0,0.00819964349376114,22,0,0.0916114790286976,,
2021,Brighton,E06000043,Govia Thameslink Railway (Thameslink),12,0,0,12,0,0,,
2021,Brighton,E06000043,Total,40,0,0.00519496296364728,34,0,0.060050757963972,,
2021,Bristol,E06000023,CrossCountry,5,0,0,7,0,0,,
2021,Bristol,E06000023,Great Western Railway,38,0.0412487630294019,0.0412487630294019,44,0.0240484032074389,0.0240484032074389,,
2021,Bristol,E06000023,Total,43,0.0365888910630777,0.0365888910630777,51,0.0195012615027077,0.0195012615027077,,
2021,Cambridge,E07000008,Cross Country,6,0,0,6,0,0,,
2021,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),16,0,0,16,0,0,,
2021,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),5,0,0,6,0,0,,
2021,Cambridge,E07000008,Greater Anglia,19,0,0.0138057984353428,17,0,0,,
2021,Cambridge,E07000008,Total,46,0,0.00519231209507436,45,0,0,,
2021,Cardiff,W06000015,CrossCountry,3,0,0,3,0,0,,
2021,Cardiff,W06000015,Great Western Railway,13,0,0,13,0,0,,
2021,Cardiff,W06000015,Transport for Wales,77,0.0406237079038674,0.0406237079038674,81,0.0330499974348687,0.0330499974348687,,
2021,Cardiff,W06000015,Total,93,0.0308784679581499,0.0308784679581499,97,0.0239342404867383,0.0239342404867383,,
2021,Leeds,E08000035,CrossCountry,6,0,0,6,0,0,,
2021,Leeds,E08000035,London North Eastern Railway,7,0,0,8,0,0,,
2021,Leeds,E08000035,Northern,77,0.00213905997679669,0.00388754636555601,72,0,0,,
2021,Leeds,E08000035,TransPennine Express,23,0,0.00351953347655408,23,0,0,,
2021,Leeds,E08000035,Total,113,0.00149034682237047,0.00347267719394579,109,0,0,,
2021,Leicester,E06000016,CrossCountry,9,0,0,10,0,0,,
2021,Leicester,E06000016,East Midlands Trains,25,0,0.0497834859328993,26,0,0.0101466941443957,,
2021,Leicester,E06000016,Total,34,0,0.040864166560054,36,0.00113511573777928,0,,
2021,Liverpool,E08000012,Avanti West Coast,2,0,0,2,0,0,,
2021,Liverpool,E08000012,East Midlands Trains,2,0,0,1,0,0,,
2021,Liverpool,E08000012,Merseyrail,72,0,0.0247740432906223,72,0.00156983338631943,0.0347337777556108,,
2021,Liverpool,E08000012,Northern,20,0,0,20,0,0,,
2021,Liverpool,E08000012,TransPennine Express,3,0,0,4,0,0,,
2021,Liverpool,E08000012,Transport for Wales,1,0,0,1,0,0,,
2021,Liverpool,E08000012,West Midlands Trains,3,0,0,3,0,0,,
2021,Liverpool,E08000012,Total,103,0,0.0194600643404275,103,0.00121790675279006,0.0269471288145098,,
2021,London ,E12000007,Avanti West Coast,13,0.0100657910418365,0.0100657910418365,16,0,0,,
2021,London ,E12000007,c2c,41,0.00594624964884352,0.0343196928551362,40,0,0.0316718035923052,,
2021,London ,E12000007,Chiltern Railways [note 2],33,0.0217298070050036,0.0217298070050036,33,0.00749175906502847,0.00749175906502847,,
2021,London ,E12000007,East Midlands Trains,18,0,0.0285027859781074,18,0,0,,
2021,London ,E12000007,Govia Thameslink Railway (Great Northern),38,0.00857424690795963,0.112527505880568,39,0.00820265379975875,0.048572577402493,,
2021,London ,E12000007,Govia Thameslink Railway (Southern),97,0,0.0363474952441344,95,0,0.00953035116338971,,
2021,London ,E12000007,Govia Thameslink Railway (Thameslink),90,0.00720077165832969,0.106882475369944,96,0,0.0260380540133956,,
2021,London ,E12000007,Great Western Railway,40,0,0.00146619555539804,36,0.0115058502102537,0.0176534964095648,,
2021,London ,E12000007,Greater Anglia [note 2],76,0,0,74,0,0,,
2021,London ,E12000007,London North Eastern Railway,17,0,0,17,0,0,,
2021,London ,E12000007,London Overground [note 2],40,0,0.0870991253644315,39,0,0.0633913004604587,,
2021,London ,E12000007,South Western Railway,130,0.000645357904738003,0.108061595826686,122,0,0.0429146084745409,,
2021,London ,E12000007,Southeastern,170,0,0.0252089901940933,163,0,0.013218624855766,,
2021,London ,E12000007,TfL Rail [note 2],57,0,0.258621837549933,57,0,0.251379905861637,,
2021,London ,E12000007,West Midlands Trains,27,0,0.0184650169576686,25,0.00784006272050176,0.0249575329935973,,
2021,London ,E12000007,Total,887,0.00225716970743962,0.07424277490747,870,0.000979421164035385,0.0451049550314921,,
2021,Manchester,E08000003,Avanti West Coast,5,0.00398273214108506,0.00398273214108506,6,0.00398273214108506,0.00398273214108506,,
2021,Manchester,E08000003,CrossCountry,3,0.00398273214108506,0.00398273214108506,3,0.00398273214108506,0.00398273214108506,,
2021,Manchester,E08000003,East Midlands Trains,3,0,0,4,0,0,,
2021,Manchester,E08000003,Northern,114,0,0,110,0,0,,
2021,Manchester,E08000003,TransPennine Express,29,0,0,26,0.00128999186182886,0.00128999186182886,,
2021,Manchester,E08000003,Transport for Wales,9,0.0743863895308034,0.0743863895308034,10,0.028415397593571,0.028415397593571,,
2021,Manchester,E08000003,Total,163,0.00398273214108506,0.00398273214108506,159,0.00209109363985445,0.00209109363985445,,
2021,Newcastle,E08000021,CrossCountry,6,0,0,7,0,0,,
2021,Newcastle,E08000021,London North Eastern Railway,11,0,0,11,0,0,,
2021,Newcastle,E08000021,Northern,16,0,0,16,0,0,,
2021,Newcastle,E08000021,TransPennine Express,2,0,0,3,0,0,,
2021,Newcastle,E08000021,Total,35,0,0,37,0,0,,
2021,Nottingham,E06000018,CrossCountry,7,0,0,6,0,0,,
2021,Nottingham,E06000018,East Midlands Trains,24,0,0,29,0,0.0284380839662814,,
2021,Nottingham,E06000018,Northern,4,0,0,3,0,0,,
2021,Nottingham,E06000018,Total,35,0,0,38,0,0.021946799476037,,
2021,Reading,E06000038,Cross Country,5,0,0,5,0,0,,
2021,Reading,E06000038,Great Western Railway,79,0,0,67,0,0.00353307762443951,,
2021,Reading,E06000038,South Western Railway,6,0,0,6,0,0,,
2021,Reading,E06000038,TfL Rail,11,0,0.0595159370453644,11,0,0,,
2021,Reading,E06000038,Total,101,0,0.0144404661433568,89,0,0.00282304967978065,,
2021,Sheffield,E08000019,CrossCountry,8,0,0,6,0,0,,
2021,Sheffield,E08000019,East Midlands Trains,10,0,0,11,0,0,,
2021,Sheffield,E08000019,Northern,28,0,0.0113258084870556,29,0,0.00639443623101186,,
2021,Sheffield,E08000019,TransPennine Express,6,0,0,4,0,0,,
2021,Sheffield,E08000019,Total,52,0,0.00620755865250139,50,0,0.00284557024307537,,
2022,Birmingham,E08000025,Avanti,16,0,0,19,0,0,,
2022,Birmingham,E08000025,Chiltern,7,0.0258519388954172,0.243830787309048,6,0,0.0802588996763754,,
2022,Birmingham,E08000025,CrossCountry,28,0,0.0195463765443481,32,0.00476579520697168,0.0437091503267974,,
2022,Birmingham,E08000025,TfW,6,0,0,6,0.0802083333333333,0.0802083333333333,,
2022,Birmingham,E08000025,West Midlands,95,0.00397665874216555,0.061162740436568,94,0.00687285223367698,0.0378006872852234,,
2022,Birmingham ,E08000025,Total,152,0.00398385537410444,0.0567113529725456,157,0.00716545994512121,0.0368586916874038,,
2022,Brighton,E06000043,Govia Thameslink (Southern),34,0,0.0654115375331885,33,0,0.0707425626610447,,
2022,Brighton,E06000043,Govia Thameslink (Thameslink),12,0,0,12,0,0,,
2022,Brighton,E06000043,Total,46,0,0.0443767666861482,45,0,0.0437248646640487,,
2022,Bristol,E06000023,CrossCountry,4,0,0,8,0.0503937007874016,0.0503937007874016,,
2022,Bristol,E06000023,Great Western,42,0,0.00344588712380994,43,0,0.00728160160019332,,
2022,Bristol,E06000023,Total,46,0,0.00306323315128919,51,0.00719752172226533,0.0134391225907923,,
2022,Cambridge,E07000008,CrossCountry,6,0,0,4,0,0,,
2022,Cambridge,E07000008,Govia Thameslink (Great Northern),18,0,0.018841287048144,19,0,0,,
2022,Cambridge,E07000008,Govia Thameslink (Thameslink),5,0,0,6,0,0,,
2022,Cambridge,E07000008,Greater Anglia,19,0,0,18,0,0,,
2022,Cambridge,E07000008,Total,48,0,0.00898316350938407,47,0,0,,
2022,Cardiff,W06000015,CrossCountry,3,0,0,3,0,0,,
2022,Cardiff,W06000015,Great Western,15,0,0.00590501079170704,15,0,0,,
2022,Cardiff,W06000015,TfW,94,0.0233456047409536,0.0233456047409536,98,0.0651939349196434,0.0651939349196434,,
2022,Cardiff,W06000015,Total,112,0.0154107349328063,0.0172735710235851,116,0.0472582518258422,0.0472582518258422,,
2022,Leeds,E08000035,CrossCountry,6,0,0,6,0,0.00359928014397121,,
2022,Leeds,E08000035,LNER,7,0,0,8,0,0,,
2022,Leeds,E08000035,Northern,72,0,0.0159215500273175,75,0,0.0168172146872281,,
2022,Leeds,E08000035,TPE,23,0.0322855535648729,0.0577718885506439,23,0.00477486051165196,0.041999169235381,,
2022,Leeds,E08000035,Total,108,0.00867691088452253,0.024886887529876,112,0.00137261389779393,0.0212928775110102,,
2022,Leicester,E06000016,CrossCountry,8,0,0,10,0,0,,
2022,Leicester,E06000016,East Midlands,24,0,0.0252427729085609,26,0,0.0795793125145839,,
2022,Leicester,E06000016,Total,32,0,0.0195315173589566,36,0,0.0679703894203103,,
2022,Liverpool,E08000012,Avanti,3,0,0,5,0,0,,
2022,Liverpool,E08000012,East Midlands,2,0,0,3,0,0.0566201525231219,,
2022,Liverpool,E08000012,MerseyRail,85,0,0.0156048504978205,90,0,0.0344934651863754,,
2022,Liverpool,E08000012,Northern,18,0,0,17,0,0,,
2022,Liverpool,E08000012,TPE,3,0,0,4,0,0,,
2022,Liverpool,E08000012,TfW,2,0,0,1,0,0,,
2022,Liverpool,E08000012,West Midlands,3,0,0,3,0,0,,
2022,Liverpool,E08000012,Total,116,0,0.01168879998646,123,0,0.0253557497464739,,
2022,London,E12000007,Avanti,27,0.0829182621641008,0.0829182621641008,25,0,0,,
2022,London,E12000007,C2C,41,0.0205335731414868,0.150367206235012,40,0.00804812279610039,0.0901057871810828,,
2022,London,E12000007,Chiltern,33,0.0869565217391304,0.107908715325595,33,0.0512730670404111,0.0624854006073347,,
2022,London,E12000007,East Midlands,17,0,0.113439673294705,17,0.0808606111405451,0.214294856421109,,
2022,London,E12000007,Elizabeth Line,89,0,0.490730317427003,89,0,0.424746035857147,,
2022,London,E12000007,Govia Thameslink (Great Northern),41,0.00128287363694676,0.271808851828095,40,0,0.169140745303357,,
2022,London,E12000007,Govia Thameslink (Southern),105,0.0163960458930486,0.132875461510977,101,0,0.063940641499779,,
2022,London,E12000007,Govia Thameslink (Thameslink),108,0,0.239631935503324,108,0,0.123663176417353,,
2022,London,E12000007,Great Western,40,0.00545382632898773,0.0546963392890281,37,0.0216582648412087,0.0216582648412087,,
