Year,City,ONS Code,Train operator,Obs_Type,Value,obsStatus
2016,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): PIXC ,0.026825550703687,
2016,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.000679966670840007,
2016,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): PIXC ,0.000585482270109922,
2016,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2016,Liverpool,E08000012,London Midland,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Liverpool,E08000012,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Liverpool,E08000012,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Liverpool,E08000012,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2016,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): PIXC ,0.0565627351127937,
2016,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0368959435626102,
2016,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.119421414711589,
2016,London ,E12000007,Great Northern & Thameslink,AM peak arrivals (07:00-09:59): PIXC ,0.090918576775726,
2016,London ,E12000007,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,0.0706048281455509,
2016,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): PIXC ,0.0245931816114539,
2016,London ,E12000007,London Midland,AM peak arrivals (07:00-09:59): PIXC ,0.0745506868653961,
2016,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): PIXC ,0.0475132118338519,
2016,London ,E12000007,South West Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0466983964792457,
2016,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): PIXC ,0.0239139383192958,
2016,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): PIXC ,0.0750604766127945,
2016,London ,E12000007,TfL Rail ,AM peak arrivals (07:00-09:59): PIXC ,0.124237688088014,
2016,London ,E12000007,Virgin Trains East Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,London ,E12000007,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.000159708044083544,
2016,London ,E12000007,Total,AM peak arrivals (07:00-09:59): PIXC ,0.056624234601343,
2016,Manchester,E08000003,Arriva Trains Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0663765657137931,
2016,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Manchester,E08000003,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0131723825116894,
2016,Manchester,E08000003,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0295747107707349,
2016,Manchester,E08000003,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.069023784414392,
2016,Manchester,E08000003,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0353361476350491,
2016,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Newcastle,E08000021,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Newcastle,E08000021,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Newcastle,E08000021,Virgin Trains East Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.00597162225945193,
2016,Nottingham,E06000018,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00479230197957822,
2016,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0511523327712198,
2016,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Sheffield,E08000019,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Sheffield,E08000019,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2016,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): PIXC ,0.012312547095593,
2017,Birmingham,E08000025,Arriva Trains Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.017472240365774,
2017,Birmingham,E08000025,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.000255473711665073,
2017,Birmingham,E08000025,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0311700323724372,
2017,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0244596845987358,
2017,Brighton,E06000043,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2017,Brighton,E06000043,Southern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Brighton,E06000043,Thameslink,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Brighton,E06000043,Total,AM peak arrivals (07:00-09:59): PIXC ,0.000251988831638706,
2017,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Bristol,E06000023,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.00967316623932473,
2017,Bristol,E06000023,South West Trains,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2017,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00787516249265075,
2017,Cambridge,E07000008,Cross Country,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Cambridge,E07000008,Great Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0535226334580861,
2017,Cambridge,E07000008,Greater Anglia,AM peak arrivals (07:00-09:59): PIXC ,0.0445569122367109,
2017,Cambridge,E07000008,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0476807225769538,
2017,Cardiff,W06000015,Arriva Trains Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0362824497561642,
2017,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Cardiff,W06000015,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0127513487003433,
2017,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): PIXC ,0.030339985221678,
2017,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0194954128440367,
2017,Leeds,E08000035,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Leeds,E08000035,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0274594078319007,
2017,Leeds,E08000035,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0569196050818344,
2017,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0328199950529952,
2017,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0108737557293569,
2017,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00943711878669991,
2017,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2017,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Liverpool,E08000012,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Liverpool,E08000012,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Liverpool,E08000012,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2017,Liverpool,E08000012,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): PIXC ,0.0587555532729,
2017,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0794697826360096,
2017,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.106388022908577,
2017,London ,E12000007,Great Northern & Thameslink,AM peak arrivals (07:00-09:59): PIXC ,0.0545771306242925,
2017,London ,E12000007,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,0.0487631382019928,
2017,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): PIXC ,0.02954636915603,
2017,London ,E12000007,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): PIXC ,0.0535705279023056,
2017,London ,E12000007,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0702429372320545,
2017,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): PIXC ,0.0143085482433222,
2017,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): PIXC ,0.0656347243656724,
2017,London ,E12000007,TfL Rail ,AM peak arrivals (07:00-09:59): PIXC ,0.137552147599741,
2017,London ,E12000007,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.00860357692362971,
2017,London ,E12000007,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0709144674440663,
2017,London ,E12000007,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0535036585689347,
2017,Manchester,E08000003,Arriva Trains Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0954305417124053,
2017,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Manchester,E08000003,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0214785791274376,
2017,Manchester,E08000003,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0289292060999297,
2017,Manchester,E08000003,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.1092878926626,
2017,Manchester,E08000003,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0429500745849769,
2017,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Newcastle,E08000021,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Newcastle,E08000021,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Newcastle,E08000021,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.00260202106601472,
2017,Nottingham,E06000018,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0316455696202532,
2017,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): PIXC ,0.004239833449765,
2017,Reading,E06000038,Cross Country,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Reading,E06000038,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.00861474567883312,
2017,Reading,E06000038,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Reading,E06000038,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00739584496170806,
2017,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0494537090281771,
2017,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Sheffield,E08000019,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2017,Sheffield,E08000019,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.00421940928270042,
2017,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0115974773662273,
2018,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0491215489422732,
2018,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0111111111111111,
2018,Birmingham,E08000025,Transport for Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Birmingham,E08000025,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.00831605549413566,
2018,Birmingham,E08000025,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0570558208463692,
2018,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0456863872071102,
2018,Brighton,E06000043,Govia Thameslink Railway (Southern),AM peak arrivals (07:00-09:59): PIXC ,0.000338160511121135,
2018,Brighton,E06000043,Govia Thameslink Railway (Thameslink),AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Brighton,E06000043,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2018,Brighton,E06000043,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00982260782534323,
2018,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Bristol,E06000023,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,0.0151997234802492,
2018,Bristol,E06000023,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2018,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0123442572212105,
2018,Cambridge,E07000008,Cross Country,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),AM peak arrivals (07:00-09:59): PIXC ,0.0357004311889355,
2018,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),AM peak arrivals (07:00-09:59): PIXC ,,[r]
2018,Cambridge,E07000008,Greater Anglia,AM peak arrivals (07:00-09:59): PIXC ,0.102281320635333,
2018,Cambridge,E07000008,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0589595977737456,
2018,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.00662251655629139,
2018,Cardiff,W06000015,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,0.0100862034185505,
2018,Cardiff,W06000015,Transport for Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0377945657531122,
2018,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0323600910238072,
2018,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Leeds,E08000035,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Leeds,E08000035,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0194604157452455,
2018,Leeds,E08000035,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0307919990228685,
2018,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0206639853496842,
2018,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.00544424183304029,
2018,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00468515072789414,
2018,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2018,Liverpool,E08000012,Merseyrail,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Liverpool,E08000012,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Liverpool,E08000012,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Liverpool,E08000012,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2018,Liverpool,E08000012,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): PIXC ,0.0594683129645962,
2018,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0786132204655795,
2018,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0381256377558597,
2018,London ,E12000007,Govia Thameslink Railway (Great Northern),AM peak arrivals (07:00-09:59): PIXC ,0.0811473668046946,
2018,London ,E12000007,Govia Thameslink Railway (Southern),AM peak arrivals (07:00-09:59): PIXC ,0.0140562159195833,
2018,London ,E12000007,Govia Thameslink Railway (Thameslink),AM peak arrivals (07:00-09:59): PIXC ,0.0509576471577637,
2018,London ,E12000007,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,0.0987206791505413,
2018,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): PIXC ,0.032680194123869,
2018,London ,E12000007,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.00738534201131326,
2018,London ,E12000007,London Overground ,AM peak arrivals (07:00-09:59): PIXC ,0.0520769352262955,
2018,London ,E12000007,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0561648916441477,
2018,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): PIXC ,0.0230851318683712,
2018,London ,E12000007,TfL Rail ,AM peak arrivals (07:00-09:59): PIXC ,0.165602544469313,
2018,London ,E12000007,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0302415395006165,
2018,London ,E12000007,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.059774964838256,
2018,London ,E12000007,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0516208710512098,
2018,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Manchester,E08000003,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0018085993286985,
2018,Manchester,E08000003,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0197109067017083,
2018,Manchester,E08000003,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0603473834604221,
2018,Manchester,E08000003,Transport for Wales,AM peak arrivals (07:00-09:59): PIXC ,0.124091175116193,
2018,Manchester,E08000003,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.00967601201932936,
2018,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0263385267593393,
2018,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Newcastle,E08000021,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Newcastle,E08000021,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0230769230769231,
2018,Newcastle,E08000021,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00775033644341717,
2018,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.00837592097218849,
2018,Nottingham,E06000018,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0993788819875776,
2018,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0164187591490196,
2018,Reading,E06000038,Cross Country,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Reading,E06000038,Great Western Railway ,AM peak arrivals (07:00-09:59): PIXC ,0.00779794892755069,
2018,Reading,E06000038,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Reading,E06000038,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00679009053730244,
2018,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0286062081558125,
2018,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Sheffield,E08000019,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.00157604412923562,
2018,Sheffield,E08000019,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2018,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00676401824638823,
2019,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0451939291736931,
2019,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.010772265210135,
2019,Birmingham,E08000025,Transport for Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Birmingham,E08000025,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Birmingham,E08000025,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0655524202300847,
2019,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0509245582966902,
2019,Brighton,E06000043,Govia Thameslink Railway (Southern),AM peak arrivals (07:00-09:59): PIXC ,0.00186599815412204,
2019,Brighton,E06000043,Govia Thameslink Railway (Thameslink),AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Brighton,E06000043,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2019,Brighton,E06000043,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0104055557133911,
2019,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.00200267022696929,
2019,Bristol,E06000023,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.00827799403838988,
2019,Bristol,E06000023,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2019,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00723266686560228,
2019,Cambridge,E07000008,Cross Country,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),AM peak arrivals (07:00-09:59): PIXC ,0.0679322952520328,
2019,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Cambridge,E07000008,Greater Anglia,AM peak arrivals (07:00-09:59): PIXC ,0.00877040137201007,
2019,Cambridge,E07000008,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0395757724814345,
2019,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Cardiff,W06000015,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Cardiff,W06000015,Transport for Wales,AM peak arrivals (07:00-09:59): PIXC ,0.061083156092753,
2019,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0493811085705463,
2019,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Leeds,E08000035,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Leeds,E08000035,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0246894569346063,
2019,Leeds,E08000035,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0264417092997966,
2019,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0234394848812241,
2019,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0119396202820255,
2019,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0100829109493832,
2019,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,,[r]
2019,Liverpool,E08000012,Merseyrail,AM peak arrivals (07:00-09:59): PIXC ,0.000974289580514208,
2019,Liverpool,E08000012,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Liverpool,E08000012,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Liverpool,E08000012,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Liverpool,E08000012,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): PIXC ,0.000755343963031032,
2019,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): PIXC ,0.053182126782167,
2019,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): PIXC ,0.0974273463554073,
2019,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0266307925887713,
2019,London ,E12000007,Govia Thameslink Railway (Great Northern),AM peak arrivals (07:00-09:59): PIXC ,0.0339233751938786,
2019,London ,E12000007,Govia Thameslink Railway (Southern),AM peak arrivals (07:00-09:59): PIXC ,0.0110561779617159,
2019,London ,E12000007,Govia Thameslink Railway (Thameslink),AM peak arrivals (07:00-09:59): PIXC ,0.0337710429706844,
2019,London ,E12000007,Great Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0670270321988803,
2019,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): PIXC ,0.0279683501380706,
2019,London ,E12000007,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,London ,E12000007,London Overground ,AM peak arrivals (07:00-09:59): PIXC ,0.0671159151553525,
2019,London ,E12000007,South Western Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0557422450365588,
2019,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): PIXC ,0.0269854212649899,
2019,London ,E12000007,TfL Rail ,AM peak arrivals (07:00-09:59): PIXC ,0.124017589820359,
2019,London ,E12000007,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0224552154762093,
2019,London ,E12000007,West Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.074885145482389,
2019,London ,E12000007,Total,AM peak arrivals (07:00-09:59): PIXC ,0.044771536132418,
2019,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Manchester,E08000003,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Manchester,E08000003,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0165670073223619,
2019,Manchester,E08000003,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0453744016176249,
2019,Manchester,E08000003,Transport for Wales,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Manchester,E08000003,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): PIXC ,0.0184410320674511,
2019,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Newcastle,E08000021,London North Eastern Railway,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Newcastle,E08000021,Northern,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Newcastle,E08000021,TransPennine Express,AM peak arrivals (07:00-09:59): PIXC ,0.0148604207181403,
2019,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): PIXC ,0.00233625680495059,
2019,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): PIXC ,0.0,
2019,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): PIXC ,0.0,
