Year,City,ONS Code,Train operator,Obs_Type,Value,obsStatus
2011,Birmingham,E08000025,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,6.0,
2011,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,8.0,
2011,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,36.0,
2011,Birmingham,E08000025,London Midland,AM peak arrivals (07:00-09:59): Number of services,112.0,
2011,Birmingham,E08000025,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,15.0,
2011,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): Number of services,177.0,
2011,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,9.0,
2011,Bristol,E06000023,First Great Western,AM peak arrivals (07:00-09:59): Number of services,42.0,
2011,Bristol,E06000023,South West Trains,AM peak arrivals (07:00-09:59): Number of services,1.0,
2011,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): Number of services,52.0,
2011,Cardiff,W06000015,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,95.0,
2011,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,3.0,
2011,Cardiff,W06000015,First Great Western,AM peak arrivals (07:00-09:59): Number of services,15.0,
2011,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): Number of services,113.0,
2011,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,4.0,
2011,Leeds,E08000035,East Coast,AM peak arrivals (07:00-09:59): Number of services,6.0,
2011,Leeds,E08000035,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,22.0,
2011,Leeds,E08000035,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,77.0,
2011,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): Number of services,109.0,
2011,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,10.0,
2011,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,28.0,
2011,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): Number of services,38.0,
2011,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2011,Liverpool,E08000012,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,3.0,
2011,Liverpool,E08000012,London Midland,AM peak arrivals (07:00-09:59): Number of services,6.0,
2011,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): Number of services,90.0,
2011,Liverpool,E08000012,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,23.0,
2011,Liverpool,E08000012,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2011,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): Number of services,126.0,
2011,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): Number of services,48.0,
2011,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,43.0,
2011,London ,E12000007,East Coast,AM peak arrivals (07:00-09:59): Number of services,14.0,
2011,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,13.0,
2011,London ,E12000007,First Capital Connect,AM peak arrivals (07:00-09:59): Number of services,120.0,
2011,London ,E12000007,First Great Western,AM peak arrivals (07:00-09:59): Number of services,66.0,
2011,London ,E12000007,London Midland,AM peak arrivals (07:00-09:59): Number of services,25.0,
2011,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): Number of services,9.0,
2011,London ,E12000007,National Express East Anglia ,AM peak arrivals (07:00-09:59): Number of services,154.0,
2011,London ,E12000007,South West Trains,AM peak arrivals (07:00-09:59): Number of services,148.0,
2011,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): Number of services,206.0,
2011,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): Number of services,162.0,
2011,London ,E12000007,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,28.0,
2011,London ,E12000007,Total,AM peak arrivals (07:00-09:59): Number of services,1036.0,
2011,Manchester,E08000003,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,7.0,
2011,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,6.0,
2011,Manchester,E08000003,East Midland Trains,AM peak arrivals (07:00-09:59): Number of services,6.0,
2011,Manchester,E08000003,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,37.0,
2011,Manchester,E08000003,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,115.0,
2011,Manchester,E08000003,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,5.0,
2011,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): Number of services,176.0,
2011,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,7.0,
2011,Newcastle,E08000021,East Coast,AM peak arrivals (07:00-09:59): Number of services,11.0,
2011,Newcastle,E08000021,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,2.0,
2011,Newcastle,E08000021,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,12.0,
2011,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): Number of services,32.0,
2011,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,5.0,
2011,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,26.0,
2011,Nottingham,E06000018,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,3.0,
2011,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): Number of services,34.0,
2011,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,12.0,
2011,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,11.0,
2011,Sheffield,E08000019,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,5.0,
2011,Sheffield,E08000019,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,30.0,
2011,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): Number of services,58.0,
2012,Birmingham,E08000025,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,6.0,
2012,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,8.0,
2012,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,36.0,
2012,Birmingham,E08000025,London Midland ,AM peak arrivals (07:00-09:59): Number of services,115.0,
2012,Birmingham,E08000025,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,15.0,
2012,Birmingham,E08000025,Total ,AM peak arrivals (07:00-09:59): Number of services,180.0,
2012,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,9.0,
2012,Bristol,E06000023,First Great Western,AM peak arrivals (07:00-09:59): Number of services,42.0,
2012,Bristol,E06000023,South West Trains,AM peak arrivals (07:00-09:59): Number of services,1.0,
2012,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): Number of services,52.0,
2012,Cardiff,W06000015,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,96.0,
2012,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,3.0,
2012,Cardiff,W06000015,First Great Western,AM peak arrivals (07:00-09:59): Number of services,15.0,
2012,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): Number of services,114.0,
2012,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,4.0,
2012,Leeds,E08000035,East Coast,AM peak arrivals (07:00-09:59): Number of services,6.0,
2012,Leeds,E08000035,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,22.0,
2012,Leeds,E08000035,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,81.0,
2012,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): Number of services,113.0,
2012,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,10.0,
2012,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,28.0,
2012,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): Number of services,38.0,
2012,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2012,Liverpool,E08000012,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,3.0,
2012,Liverpool,E08000012,London Midland,AM peak arrivals (07:00-09:59): Number of services,6.0,
2012,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): Number of services,90.0,
2012,Liverpool,E08000012,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,23.0,
2012,Liverpool,E08000012,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2012,Liverpool,E08000012,TotalR,AM peak arrivals (07:00-09:59): Number of services,126.0,
2012,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): Number of services,48.0,
2012,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,41.0,
2012,London ,E12000007,East Coast,AM peak arrivals (07:00-09:59): Number of services,14.0,
2012,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,13.0,
2012,London ,E12000007,First Capital Connect,AM peak arrivals (07:00-09:59): Number of services,120.0,
2012,London ,E12000007,First Great Western,AM peak arrivals (07:00-09:59): Number of services,66.0,
2012,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): Number of services,159.0,
2012,London ,E12000007,London Midland,AM peak arrivals (07:00-09:59): Number of services,25.0,
2012,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): Number of services,8.0,
2012,London ,E12000007,South West Trains,AM peak arrivals (07:00-09:59): Number of services,148.0,
2012,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): Number of services,206.0,
2012,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): Number of services,165.0,
2012,London ,E12000007,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,28.0,
2012,London ,E12000007,Total,AM peak arrivals (07:00-09:59): Number of services,1041.0,
2012,Manchester,E08000003,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,7.0,
2012,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,6.0,
2012,Manchester,E08000003,East Midland Trains,AM peak arrivals (07:00-09:59): Number of services,6.0,
2012,Manchester,E08000003,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,37.0,
2012,Manchester,E08000003,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,115.0,
2012,Manchester,E08000003,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,5.0,
2012,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): Number of services,176.0,
2012,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,7.0,
2012,Newcastle,E08000021,East Coast,AM peak arrivals (07:00-09:59): Number of services,11.0,
2012,Newcastle,E08000021,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,2.0,
2012,Newcastle,E08000021,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,13.0,
2012,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): Number of services,33.0,
2012,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,5.0,
2012,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,26.0,
2012,Nottingham,E06000018,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,3.0,
2012,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): Number of services,34.0,
2012,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,12.0,
2012,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,11.0,
2012,Sheffield,E08000019,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,5.0,
2012,Sheffield,E08000019,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,30.0,
2012,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): Number of services,58.0,
2013,Birmingham,E08000025,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,6.0,
2013,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,10.0,
2013,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,36.0,
2013,Birmingham,E08000025,London Midland,AM peak arrivals (07:00-09:59): Number of services,115.0,
2013,Birmingham,E08000025,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,15.0,
2013,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): Number of services,182.0,
2013,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,9.0,
2013,Bristol,E06000023,First Great Western,AM peak arrivals (07:00-09:59): Number of services,42.0,
2013,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): Number of services,51.0,
2013,Cardiff,W06000015,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,96.0,
2013,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,3.0,
2013,Cardiff,W06000015,First Great Western,AM peak arrivals (07:00-09:59): Number of services,15.0,
2013,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): Number of services,114.0,
2013,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,4.0,
2013,Leeds,E08000035,East Coast,AM peak arrivals (07:00-09:59): Number of services,6.0,
2013,Leeds,E08000035,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,22.0,
2013,Leeds,E08000035,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,81.0,
2013,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): Number of services,113.0,
2013,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,10.0,
2013,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,28.0,
2013,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): Number of services,38.0,
2013,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2013,Liverpool,E08000012,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,3.0,
2013,Liverpool,E08000012,London Midland,AM peak arrivals (07:00-09:59): Number of services,6.0,
2013,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): Number of services,90.0,
2013,Liverpool,E08000012,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,23.0,
2013,Liverpool,E08000012,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2013,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): Number of services,126.0,
2013,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): Number of services,47.0,
2013,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,44.0,
2013,London ,E12000007,East Coast,AM peak arrivals (07:00-09:59): Number of services,14.0,
2013,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,13.0,
2013,London ,E12000007,First Capital Connect,AM peak arrivals (07:00-09:59): Number of services,120.0,
2013,London ,E12000007,First Great Western,AM peak arrivals (07:00-09:59): Number of services,64.0,
2013,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): Number of services,159.0,
2013,London ,E12000007,London Midland,AM peak arrivals (07:00-09:59): Number of services,26.0,
2013,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): Number of services,8.0,
2013,London ,E12000007,South West Trains,AM peak arrivals (07:00-09:59): Number of services,148.0,
2013,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): Number of services,205.0,
2013,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): Number of services,156.0,
2013,London ,E12000007,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,28.0,
2013,London ,E12000007,Total,AM peak arrivals (07:00-09:59): Number of services,1032.0,
2013,Manchester,E08000003,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,7.0,
2013,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,6.0,
2013,Manchester,E08000003,East Midland Trains,AM peak arrivals (07:00-09:59): Number of services,6.0,
2013,Manchester,E08000003,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,37.0,
2013,Manchester,E08000003,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,116.0,
2013,Manchester,E08000003,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,5.0,
2013,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): Number of services,177.0,
2013,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,7.0,
2013,Newcastle,E08000021,East Coast,AM peak arrivals (07:00-09:59): Number of services,11.0,
2013,Newcastle,E08000021,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,2.0,
2013,Newcastle,E08000021,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,13.0,
2013,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): Number of services,33.0,
2013,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,5.0,
2013,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,26.0,
2013,Nottingham,E06000018,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,3.0,
2013,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): Number of services,34.0,
2013,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,12.0,
2013,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,11.0,
2013,Sheffield,E08000019,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,5.0,
2013,Sheffield,E08000019,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,30.0,
2013,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): Number of services,58.0,
2014,Birmingham,E08000025,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,6.0,
2014,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,9.0,
2014,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,36.0,
2014,Birmingham,E08000025,London Midland,AM peak arrivals (07:00-09:59): Number of services,115.0,
2014,Birmingham,E08000025,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,13.0,
2014,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): Number of services,179.0,
2014,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,9.0,
2014,Bristol,E06000023,First Great Western,AM peak arrivals (07:00-09:59): Number of services,42.0,
2014,Bristol,E06000023,South West Trains,AM peak arrivals (07:00-09:59): Number of services,1.0,
2014,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): Number of services,52.0,
2014,Cardiff,W06000015,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,96.0,
2014,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,3.0,
2014,Cardiff,W06000015,First Great Western,AM peak arrivals (07:00-09:59): Number of services,15.0,
2014,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): Number of services,114.0,
2014,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,5.0,
2014,Leeds,E08000035,East Coast,AM peak arrivals (07:00-09:59): Number of services,6.0,
2014,Leeds,E08000035,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,29.0,
2014,Leeds,E08000035,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,80.0,
2014,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): Number of services,120.0,
2014,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,10.0,
2014,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,27.0,
2014,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): Number of services,37.0,
2014,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2014,Liverpool,E08000012,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,5.0,
2014,Liverpool,E08000012,London Midland,AM peak arrivals (07:00-09:59): Number of services,6.0,
2014,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): Number of services,90.0,
2014,Liverpool,E08000012,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,23.0,
2014,Liverpool,E08000012,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2014,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): Number of services,128.0,
2014,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): Number of services,48.0,
2014,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,44.0,
2014,London ,E12000007,East Coast,AM peak arrivals (07:00-09:59): Number of services,14.0,
2014,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,14.0,
2014,London ,E12000007,First Great Western,AM peak arrivals (07:00-09:59): Number of services,65.0,
2014,London ,E12000007,Govia Thameslink Railway,AM peak arrivals (07:00-09:59): Number of services,118.0,
2014,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): Number of services,159.0,
2014,London ,E12000007,London Midland,AM peak arrivals (07:00-09:59): Number of services,26.0,
2014,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): Number of services,8.0,
2014,London ,E12000007,South West Trains,AM peak arrivals (07:00-09:59): Number of services,150.0,
2014,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): Number of services,205.0,
2014,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): Number of services,153.0,
2014,London ,E12000007,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,27.0,
2014,London ,E12000007,Total,AM peak arrivals (07:00-09:59): Number of services,1031.0,
2014,Manchester,E08000003,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,7.0,
2014,Manchester,E08000003,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,6.0,
2014,Manchester,E08000003,East Midland Trains,AM peak arrivals (07:00-09:59): Number of services,6.0,
2014,Manchester,E08000003,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,45.0,
2014,Manchester,E08000003,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,117.0,
2014,Manchester,E08000003,Virgin Trains,AM peak arrivals (07:00-09:59): Number of services,5.0,
2014,Manchester,E08000003,Total,AM peak arrivals (07:00-09:59): Number of services,186.0,
2014,Newcastle,E08000021,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,7.0,
2014,Newcastle,E08000021,East Coast,AM peak arrivals (07:00-09:59): Number of services,11.0,
2014,Newcastle,E08000021,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,3.0,
2014,Newcastle,E08000021,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,13.0,
2014,Newcastle,E08000021,Total,AM peak arrivals (07:00-09:59): Number of services,34.0,
2014,Nottingham,E06000018,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,5.0,
2014,Nottingham,E06000018,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,26.0,
2014,Nottingham,E06000018,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,3.0,
2014,Nottingham,E06000018,Total,AM peak arrivals (07:00-09:59): Number of services,34.0,
2014,Sheffield,E08000019,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,12.0,
2014,Sheffield,E08000019,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,12.0,
2014,Sheffield,E08000019,First TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,5.0,
2014,Sheffield,E08000019,Northern Rail,AM peak arrivals (07:00-09:59): Number of services,29.0,
2014,Sheffield,E08000019,Total,AM peak arrivals (07:00-09:59): Number of services,58.0,
2015,Birmingham,E08000025,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,6.0,
2015,Birmingham,E08000025,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,9.0,
2015,Birmingham,E08000025,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,36.0,
2015,Birmingham,E08000025,London Midland,AM peak arrivals (07:00-09:59): Number of services,115.0,
2015,Birmingham,E08000025,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): Number of services,13.0,
2015,Birmingham,E08000025,Total,AM peak arrivals (07:00-09:59): Number of services,179.0,
2015,Bristol,E06000023,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,9.0,
2015,Bristol,E06000023,Great Western Railway,AM peak arrivals (07:00-09:59): Number of services,42.0,
2015,Bristol,E06000023,South West Trains,AM peak arrivals (07:00-09:59): Number of services,1.0,
2015,Bristol,E06000023,Total,AM peak arrivals (07:00-09:59): Number of services,52.0,
2015,Cardiff,W06000015,Arriva Trains Wales,AM peak arrivals (07:00-09:59): Number of services,96.0,
2015,Cardiff,W06000015,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,3.0,
2015,Cardiff,W06000015,Great Western Railway,AM peak arrivals (07:00-09:59): Number of services,15.0,
2015,Cardiff,W06000015,Total,AM peak arrivals (07:00-09:59): Number of services,114.0,
2015,Leeds,E08000035,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,5.0,
2015,Leeds,E08000035,Northern,AM peak arrivals (07:00-09:59): Number of services,79.0,
2015,Leeds,E08000035,TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,29.0,
2015,Leeds,E08000035,Virgin Trains East Coast,AM peak arrivals (07:00-09:59): Number of services,6.0,
2015,Leeds,E08000035,Total,AM peak arrivals (07:00-09:59): Number of services,119.0,
2015,Leicester,E06000016,CrossCountry,AM peak arrivals (07:00-09:59): Number of services,10.0,
2015,Leicester,E06000016,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,27.0,
2015,Leicester,E06000016,Total,AM peak arrivals (07:00-09:59): Number of services,37.0,
2015,Liverpool,E08000012,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,2.0,
2015,Liverpool,E08000012,London Midland,AM peak arrivals (07:00-09:59): Number of services,6.0,
2015,Liverpool,E08000012,Merseyrail ,AM peak arrivals (07:00-09:59): Number of services,90.0,
2015,Liverpool,E08000012,Northern,AM peak arrivals (07:00-09:59): Number of services,23.0,
2015,Liverpool,E08000012,TransPennine Express,AM peak arrivals (07:00-09:59): Number of services,5.0,
2015,Liverpool,E08000012,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): Number of services,2.0,
2015,Liverpool,E08000012,Total,AM peak arrivals (07:00-09:59): Number of services,128.0,
2015,London ,E12000007,c2c,AM peak arrivals (07:00-09:59): Number of services,48.0,
2015,London ,E12000007,Chiltern Railways ,AM peak arrivals (07:00-09:59): Number of services,44.0,
2015,London ,E12000007,East Midlands Trains,AM peak arrivals (07:00-09:59): Number of services,14.0,
2015,London ,E12000007,Great Northern & Thameslink,AM peak arrivals (07:00-09:59): Number of services,137.0,
2015,London ,E12000007,Great Western Railway,AM peak arrivals (07:00-09:59): Number of services,67.0,
2015,London ,E12000007,Greater Anglia ,AM peak arrivals (07:00-09:59): Number of services,93.0,
2015,London ,E12000007,London Midland,AM peak arrivals (07:00-09:59): Number of services,28.0,
2015,London ,E12000007,London Overground,AM peak arrivals (07:00-09:59): Number of services,38.0,
2015,London ,E12000007,South West Trains,AM peak arrivals (07:00-09:59): Number of services,150.0,
2015,London ,E12000007,Southeastern,AM peak arrivals (07:00-09:59): Number of services,194.0,
2015,London ,E12000007,Southern,AM peak arrivals (07:00-09:59): Number of services,143.0,
2015,London ,E12000007,TfL Rail ,AM peak arrivals (07:00-09:59): Number of services,37.0,
2015,London ,E12000007,Virgin Trains East Coast,AM peak arrivals (07:00-09:59): Number of services,15.0,
2015,London ,E12000007,Virgin Trains West Coast,AM peak arrivals (07:00-09:59): Number of services,27.0,
